Gender,bodyFrame_Breadth,skin_Nature,skin_Color,weight_Changes,nails_color,teeth_Color,teeth_Shape,recalling_speed,memorizing_speed,sleep_Amount,sleep_Quality,speaking_Amount,speaking_Speed,walking_Speed,bowel_Freq,retainingFriends_quality,dreams_Amount,voice_clear,eye_Color,healthproblem_in_temp,hair_Growth,hair_Type,hair_Nature2,appetite_Amount,appetite_Frequency,bladder_Frequency,perspiration_Amount,stool_Consistency,mental_Power,physical_Power,Anger_Freq,Irritability_speed,speech_Argumentative,class
Female,Medium,Normal,FairReddish,Stable,PaleYellow,MilkyWhite,Regular,Moderately,Moderately,Medium,Sound,Moderate,Medium,Medium,Regular,Medium,Variable,Clear,LightBrown,Warm,Moderate,Thin,Falling,Medium,Regular,Regular,High,Medium,Grade2,Grade2,Medium,Quickly,Argumentative,Pitta
Female,Medium,Normal,Whitish,Difficultyingaining,PaleYellow,Yellowish,Regular,Moderately,Slowly,Low,Shallow,Moderate,Medium,Medium,Regular,Medium,Medium,Non_Clear,DarkBrown,None,Moderate,Thin,Falling,Medium,Regular,Regular,Medium,Hard,Grade2,Grade2,Medium,Moderately,Non_Argumentative,Vata
Female,Broad,Normal,Dark,Gaineasilyandlosewithdifficulty,Pink,MilkyWhite,Regular,Moderately,Moderately,Medium,Sound,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,DarkBrown,Cold,Moderate,Thin,Falling,Medium,Regular,Regular,Medium,Medium,Grade2,Grade2,Medium,Moderately,Non_Argumentative,Kapha
Female,Broad,Normal,Dark,Gaineasilyandlosewithdifficulty,PaleYellow,MilkyWhite,Regular,Moderately,Moderately,Medium,Deep,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,DarkBrown,Cold,Dense,Thick,Non_Falling,Medium,Regular,Regular,Low,Medium,Grade3,Grade2,Medium,Moderately,Non_Argumentative,Kapha
Male,Thin/Narrow,Dry,Dark,Difficultyingaining,Reddish,Dull/Blackish,Regular,Moderately,Slowly,Low,Shallow,Moderate,Variable,Quick/Fast/Brisk,Regular,Medium,Variable,Non_Clear,LightBrown,Cold,Dense,Thin,Falling,Medium,Irregular,Regular,High,Hard,Grade1,Grade1,Poor,Quickly,Non_Argumentative,Vata
Male,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Yellowish,Regular,Moderately,Moderately,Low,Shallow,Moderate,Medium,Medium,Regular,Medium,Medium,Non_Clear,DarkBrown,None,Moderate,Thin,Falling,Medium,Irregular,Regular,Low,Medium,Grade1,Grade2,Poor,Moderately,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,PaleYellow,MilkyWhite,Regular,Moderately,Moderately,Medium,Shallow,Moderate,Medium,Medium,Regular,Medium,Low,Non_Clear,LightBrown,Warm,Moderate,Thin,Falling,Low,Regular,Regular,Low,Medium,Grade2,Grade2,Medium,Quickly,Non_Argumentative,Vata
Female,Broad,Normal,Dark,Gaineasilyandlosewithdifficulty,Pink,MilkyWhite,Regular,Quickly,Quickly,High,Sound,Less,Medium,Slow,Regular,Medium,Medium,Clear,LightBrown,None,Moderate,Thin,Falling,Low,Regular,Regular,Low,Loose/Soft/Semisolid,Grade3,Grade3,Medium,Variably,Non_Argumentative,Kapha
Female,Broad,Normal,Dark,Gaineasilyandlosewithdifficulty,Pink,MilkyWhite,Regular,Moderately,Moderately,Medium,Sound,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,DarkBrown,Cold,Dense,Thick,Falling,Low,Regular,Regular,Low,Medium,Grade2,Grade2,Medium,Moderately,Non_Argumentative,Kapha
Male,Thin/Narrow,Normal,Dark,Difficultyingaining,Pink,MilkyWhite,Regular,Slowly,Quickly,Medium,Sound,Excessive,Medium,Medium,Variable,Good,Low,Clear,LightBrown,None,Moderate,Thin,Non_Falling,Low,Regular,Regular,High,Hard,Grade2,Grade1,Good,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,Reddish,MilkyWhite,Regular,Moderately,Moderately,Low,Sound,Moderate,Medium,Medium,Regular,Medium,Medium,Non_Clear,LightBrown,Cold,Moderate,Thin,Falling,Low,Irregular,Regular,Low,Medium,Grade1,Grade2,Poor,Quickly,Non_Argumentative,Vata
Female,Broad,Normal,Whitish,Gaineasilyandlosewithdifficulty,Reddish,MilkyWhite,Regular,Moderately,Variably,High,Deep,Less,Medium,Slow,Regular,Medium,Medium,Clear,LightBrown,None,Dense,Thin,Non_Falling,Low,Regular,Regular,Medium,Medium,Grade3,Grade3,Medium,Slowly,Non_Argumentative,Kapha
Female,Broad,Normal,FairPaleYellow,Gaineasilyandlosewithdifficulty,Pink,MilkyWhite,Regular,Moderately,Moderately,Medium,Deep,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,DarkBrown,Cold,Moderate,Thin,Falling,Medium,Regular,Regular,Medium,Medium,Grade2,Grade2,Medium,Moderately,Non_Argumentative,Kapha
Female,Broad,Normal,Whitish,Stable,PaleYellow,MilkyWhite,Regular,Quickly,Quickly,Medium,Deep,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,DarkBrown,None,Moderate,Thick,Falling,Low,Regular,Regular,Low,Medium,Grade2,Grade2,Medium,Moderately,Argumentative,Kapha
Male,Medium,Dry,Whitish,Stable,Reddish,MilkyWhite,Regular,Quickly,Moderately,Medium,Shallow,Moderate,Medium,Quick/Fast/Brisk,Regular,Medium,Low,Clear,DarkBrown,Warm,Moderate,Thin,Non_Falling,Medium,Regular,Regular,Medium,Medium,Grade2,Grade2,Medium,Slowly,Argumentative,Pitta
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,PaleYellow,Dull/Blackish,Irregular,Moderately,Slowly,Medium,Shallow,Excessive,Medium,Quick/Fast/Brisk,Regular,Medium,Medium,Non_Clear,LightBrown,Cold,Scanty,Thin,Falling,Low,Irregular,Regular,Low,Medium,Grade1,Grade3,Medium,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,PaleYellow,Yellowish,Regular,Moderately,Moderately,Medium,Shallow,Excessive,Quick,Quick/Fast/Brisk,Regular,Medium,Medium,Non_Clear,LightBrown,Cold,Moderate,Thin,Non_Falling,Variable,Irregular,Regular,Low,Medium,Grade1,Grade2,Medium,Moderately,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Yellowish,Regular,Moderately,Moderately,Medium,Sound,Moderate,Medium,Quick/Fast/Brisk,Regular,Medium,Medium,Clear,DarkBrown,Cold,Moderate,Thin,Non_Falling,Medium,Regular,Regular,Low,Medium,Grade2,Grade2,Poor,Quickly,Non_Argumentative,Vata
Female,Broad,Normal,Whitish,Gaineasilyandlosewithdifficulty,PaleYellow,MilkyWhite,Regular,Quickly,Moderately,Medium,Sound,Moderate,Medium,Slow,Regular,Medium,Medium,Clear,DarkBrown,None,Dense,Thick,Falling,Low,Regular,Regular,Low,Medium,Grade3,Grade3,Medium,Slowly,Non_Argumentative,Kapha
Female,Medium,Normal,FairPink,Gaineasilyandlosewithdifficulty,Pink,MilkyWhite,Regular,Quickly,Slowly,High,Shallow,Moderate,Medium,Medium,Regular,Medium,Low,Clear,LightBrown,None,Dense,Thin,Falling,Medium,Regular,Regular,Medium,Medium,Grade3,Grade3,Poor,Moderately,Non_Argumentative,Kapha
Female,Medium,Normal,FairPaleYellow,Gainandloseeasily,Pink,Yellowish,Regular,Moderately,Quickly,Medium,Sound,Moderate,Medium,Medium,Regular,Good,Low,Clear,LightBrown,Warm,Moderate,Thin,Non_Falling,Medium,Regular,Regular,Low,Medium,Grade2,Grade2,Medium,Moderately,Non_Argumentative,Pitta
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,PaleYellow,Yellowish,Regular,Slowly,Slowly,Medium,Shallow,Excessive,Medium,Quick/Fast/Brisk,Regular,Medium,Medium,Clear,DarkBrown,None,Moderate,Thin,Falling,Medium,Regular,Regular,Low,Medium,Grade2,Grade2,Medium,Slowly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Yellowish,Regular,Moderately,Moderately,High,Shallow,Excessive,Medium,Medium,Regular,Medium,High,Non_Clear,DarkBrown,Cold,Moderate,Thin,Falling,Low,Regular,Regular,Low,Medium,Grade2,Grade1,Medium,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Dull/Blackish,Regular,Slowly,Slowly,Medium,Shallow,Excessive,Quick,Quick/Fast/Brisk,Irregular,Medium,Medium,Non_Clear,DarkBrown,Cold,Moderate,Thin,Falling,Low,Irregular,Regular,Low,Medium,Grade1,Grade2,Medium,Moderately,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,FairPaleYellow,Difficultyingaining,Pink,Yellowish,Regular,Moderately,Moderately,Low,Shallow,Excessive,Quick,Quick/Fast/Brisk,Regular,Medium,Medium,Clear,DarkBrown,Both,Moderate,Thin,Falling,Low,Irregular,Regular,Medium,Medium,Grade2,Grade2,Medium,Moderately,Non_Argumentative,Vata
Male,Thin/Narrow,Normal,Dark,Difficultyingaining,PaleYellow,MilkyWhite,Regular,Slowly,Quickly,Medium,Shallow,Excessive,Quick,Medium,Variable,Good,Medium,Clear,Black,Cold,Moderate,Thin,Non_Falling,Medium,Regular,Regular,Low,Medium,Grade1,Grade2,Medium,Slowly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,MilkyWhite,Irregular,Moderately,Slowly,High,Shallow,Excessive,Quick,Quick/Fast/Brisk,Regular,Medium,Low,Non_Clear,DarkBrown,None,Moderate,Thin,Falling,Variable,Irregular,Regular,Low,Hard,Grade1,Grade1,Medium,Slowly,Non_Argumentative,Vata
Female,Broad,Normal,Dark,Gaineasilyandlosewithdifficulty,PaleYellow,Yellowish,Regular,Moderately,Moderately,Medium,Deep,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,DarkBrown,Warm,Moderate,Thick,Falling,Medium,Regular,Regular,Medium,Medium,Grade2,Grade2,Medium,Slowly,Non_Argumentative,Kapha
Female,Broad,Normal,Whitish,Gaineasilyandlosewithdifficulty,Reddish,MilkyWhite,Regular,Moderately,Quickly,High,Deep,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,LightBrown,Cold,Moderate,Thin,Falling,Low,Regular,Regular,Low,Medium,Grade1,Grade2,Medium,Slowly,Non_Argumentative,Kapha
Female,Medium,Oily,Whitish,Stable,Reddish,MilkyWhite,Regular,Quickly,Quickly,Medium,Sound,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,LightBrown,Warm,Moderate,Thin,Falling,High,Regular,Regular,Medium,Medium,Grade2,Grade2,Medium,Quickly,Non_Argumentative,Pitta
Female,Medium,Normal,Whitish,Stable,Pink,MilkyWhite,Regular,Quickly,Moderately,Medium,Sound,Moderate,Medium,Slow,Regular,Medium,Low,Clear,Black,Cold,Moderate,Thick,Falling,Low,Regular,Regular,Low,Medium,Grade3,Grade3,Good,Moderately,Non_Argumentative,Kapha
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,MilkyWhite,Regular,Quickly,Moderately,Medium,Sound,Moderate,Medium,Medium,Regular,Medium,Variable,Non_Clear,LightBrown,Warm,Moderate,Thin,Falling,Medium,Regular,Regular,Medium,Medium,Grade2,Grade2,Medium,Quickly,Non_Argumentative,Vata
Female,Medium,Dry,FairReddish,Gaineasilyandlosewithdifficulty,Pink,Yellowish,Regular,Quickly,Quickly,Medium,Sound,Excessive,Medium,Medium,Regular,Good,Medium,Clear,Grayish,Warm,Moderate,Thin,Falling,Medium,Regular,Regular,High,Medium,Grade2,Grade2,Good,Quickly,Argumentative,Pitta
Female,Thin/Narrow,Normal,Dark,Difficultyingaining,PaleYellow,Yellowish,Regular,Moderately,Moderately,Medium,Shallow,Excessive,Medium,Quick/Fast/Brisk,Regular,Medium,Medium,Non_Clear,Black,Warm,Moderate,Thin,Non_Falling,Medium,Regular,Regular,Low,Medium,Grade1,Grade2,Medium,Moderately,Non_Argumentative,Vata
Female,Thin/Narrow,Seasonal/Variable,FairPaleYellow,Difficultyingaining,Pink,Yellowish,Regular,Moderately,Quickly,Medium,Deep,Excessive,Quick,Quick/Fast/Brisk,Irregular,Poor,High,Clear,DarkBrown,Cold,Moderate,Thin,Falling,Medium,Irregular,Regular,Medium,Hard,Grade1,Grade1,Medium,Quickly,Non_Argumentative,Vata
Female,Broad,Normal,Whitish,Gaineasilyandlosewithdifficulty,Reddish,MilkyWhite,Regular,Moderately,Moderately,Low,Sound,Less,Medium,Slow,Regular,Medium,Low,Clear,Black,Cold,Dense,Thick,Falling,Low,Regular,Regular,Medium,Medium,Grade3,Grade3,Good,Moderately,Non_Argumentative,Kapha
Female,Medium,Seasonal/Variable,Whitish,Gaineasilyandlosewithdifficulty,Pink,MilkyWhite,Regular,Quickly,Quickly,Medium,Sound,Moderate,Medium,Medium,Regular,Good,Medium,Clear,DarkBrown,Warm,Moderate,Thin,Falling,Medium,Regular,Regular,Low,Medium,Grade1,Grade2,Medium,Moderately,Non_Argumentative,Pitta
Female,Medium,Oily,Whitish,Gainandloseeasily,PaleYellow,MilkyWhite,Regular,Quickly,Moderately,Medium,Sound,Excessive,Medium,Quick/Fast/Brisk,Regular,Medium,Medium,Clear,DarkBrown,Both,Moderate,Thin,Falling,High,Regular,Regular,Medium,Medium,Grade2,Grade2,Medium,Quickly,Non_Argumentative,Pitta
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Yellowish,Irregular,Slowly,Slowly,Medium,Shallow,Excessive,Medium,Medium,Regular,Medium,Medium,Non_Clear,DarkBrown,Cold,Moderate,Thin,Non_Falling,Low,Regular,Regular,Low,Medium,Grade2,Grade2,Poor,Moderately,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,MilkyWhite,Regular,Moderately,Quickly,Medium,Shallow,Excessive,Medium,Medium,Irregular,Poor,High,Clear,Black,Cold,Moderate,Thin,Falling,Medium,Regular,Regular,Low,Hard,Grade1,Grade1,Good,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Seasonal/Variable,Dark,Difficultyingaining,PaleYellow,Yellowish,Regular,Moderately,Slowly,Medium,Shallow,Moderate,Slow,Medium,Regular,Medium,Variable,Non_Clear,DarkBrown,Warm,Scanty,Thin,Falling,Medium,Irregular,Regular,Medium,Medium,Grade1,Grade1,Medium,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Seasonal/Variable,Dark,Difficultyingaining,PaleYellow,Dull/Blackish,Irregular,Moderately,Moderately,Medium,Shallow,Excessive,Quick,Quick/Fast/Brisk,Irregular,Medium,High,Clear,DarkBrown,Warm,Scanty,Thin,Falling,Medium,Irregular,Regular,High,Hard,Grade2,Grade1,Good,Moderately,Non_Argumentative,Vata
Female,Broad,Normal,Dark,Gaineasilyandlosewithdifficulty,PaleYellow,MilkyWhite,Regular,Moderately,Moderately,High,Deep,Moderate,Medium,Slow,Regular,Medium,Medium,Clear,DarkBrown,Cold,Dense,Thick,Falling,Low,Irregular,Regular,Low,Medium,Grade3,Grade2,Good,Slowly,Non_Argumentative,Kapha
Female,Broad,Normal,Whitish,Stable,Pink,MilkyWhite,Regular,Quickly,Quickly,High,Deep,Moderate,Medium,Slow,Regular,Good,Low,Non_Clear,Black,Cold,Dense,Thin,Non_Falling,Low,Regular,Regular,Medium,Medium,Grade2,Grade3,Medium,Slowly,Non_Argumentative,Kapha
Male,Medium,Normal,FairReddish,Stable,Reddish,MilkyWhite,Regular,Moderately,Moderately,Medium,Deep,Moderate,Slow,Medium,Regular,Good,Low,Clear,DarkBrown,Cold,Dense,Thick,Non_Falling,Medium,Regular,Regular,Medium,Loose/Soft/Semisolid,Grade2,Grade2,Good,Slowly,Non_Argumentative,Kapha
Female,Medium,Normal,Dark,Gainandloseeasily,PaleYellow,Yellowish,Regular,Moderately,Moderately,Medium,Sound,Moderate,Medium,Medium,Regular,Medium,Low,Clear,LightBrown,Warm,Moderate,Thin,Falling,Medium,Regular,Regular,Medium,Medium,Grade2,Grade2,Medium,Moderately,Non_Argumentative,Pitta
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,PaleYellow,Yellowish,Irregular,Quickly,Slowly,Medium,Shallow,Excessive,Quick,Quick/Fast/Brisk,Regular,Medium,Low,Clear,DarkBrown,None,Moderate,Thin,Falling,Medium,Regular,Regular,Low,Hard,Grade2,Grade1,Poor,Slowly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Dull/Blackish,Irregular,Slowly,Slowly,Low,Shallow,Moderate,Medium,Medium,Regular,Medium,Medium,Non_Clear,DarkBrown,Cold,Moderate,Thin,Non_Falling,Medium,Irregular,Regular,Low,Medium,Grade1,Grade1,Poor,Moderately,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Whitish,Gainandloseeasily,Pink,MilkyWhite,Regular,Moderately,Quickly,Medium,Sound,Excessive,Quick,Quick/Fast/Brisk,Variable,Medium,Medium,Clear,Black,Warm,Moderate,Thin,Falling,Medium,Regular,Regular,Medium,Medium,Grade1,Grade2,Medium,Moderately,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,PaleYellow,Yellowish,Irregular,Moderately,Quickly,Medium,Shallow,Excessive,Medium,Medium,Regular,Good,Medium,Non_Clear,DarkBrown,None,Scanty,Thin,Falling,Medium,Irregular,Regular,Low,Medium,Grade2,Grade2,Medium,Moderately,Non_Argumentative,Vata
Male,Thin/Narrow,Normal,Whitish,Difficultyingaining,PaleYellow,MilkyWhite,Regular,Moderately,Moderately,Low,Shallow,Moderate,Medium,Quick/Fast/Brisk,Regular,Medium,Low,Non_Clear,DarkBrown,Warm,Moderate,Thin,Non_Falling,Medium,Regular,Regular,Medium,Hard,Grade1,Grade2,Medium,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,PaleYellow,Yellowish,Regular,Moderately,Moderately,Medium,Shallow,Excessive,Medium,Quick/Fast/Brisk,Regular,Medium,Medium,Non_Clear,DarkBrown,Cold,Moderate,Thin,Falling,Medium,Regular,Regular,Low,Medium,Grade1,Grade2,Medium,Moderately,Non_Argumentative,Vata
Female,Broad,Normal,FairPink,Gainandloseeasily,Pink,MilkyWhite,Regular,Quickly,Moderately,High,Deep,Moderate,Slow,Slow,Regular,Medium,Medium,Clear,Black,Cold,Moderate,Thin,Falling,Medium,Regular,Regular,Low,Loose/Soft/Semisolid,Grade3,Grade3,Medium,Slowly,Non_Argumentative,Kapha
Female,Thin/Narrow,Normal,FairPaleYellow,Difficultyingaining,PaleYellow,MilkyWhite,Irregular,Variably,Quickly,Low,Shallow,Moderate,Medium,Slow,Regular,Medium,Medium,Clear,Black,Cold,Scanty,Thin,Falling,Variable,Irregular,Regular,Medium,Medium,Grade1,Grade1,Good,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,MilkyWhite,Regular,Moderately,Moderately,Medium,Shallow,Moderate,Medium,Quick/Fast/Brisk,Regular,Medium,Low,Clear,DarkBrown,Cold,Moderate,Thin,Falling,Medium,Regular,Regular,High,Medium,Grade1,Grade2,Medium,Quickly,Argumentative,Vata
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,PaleYellow,Dull/Blackish,Regular,Quickly,Moderately,Medium,Shallow,Moderate,Medium,Medium,Regular,Medium,Variable,Clear,DarkBrown,Both,Moderate,Thin,Falling,High,Regular,Regular,Medium,Medium,Grade2,Grade3,Medium,Moderately,Non_Argumentative,Pitta
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Yellowish,Irregular,Variably,Quickly,Medium,Sound,Excessive,Medium,Medium,Irregular,Poor,Medium,Clear,DarkBrown,Cold,Moderate,Thin,Falling,Medium,Irregular,Regular,Medium,Hard,Grade2,Grade2,Good,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,Pink,MilkyWhite,Irregular,Moderately,Moderately,High,Shallow,Moderate,Medium,Quick/Fast/Brisk,Regular,Medium,Variable,Non_Clear,LightBrown,Cold,Moderate,Thin,Falling,Medium,Irregular,Regular,Low,Medium,Grade2,Grade1,Medium,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Dull/Blackish,Irregular,Moderately,Moderately,Medium,Shallow,Moderate,Medium,Quick/Fast/Brisk,Regular,Medium,Low,Non_Clear,LightBrown,Cold,Moderate,Thin,Falling,Low,Irregular,Regular,Medium,Medium,Grade2,Grade1,Medium,Moderately,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,MilkyWhite,Regular,Moderately,Slowly,Medium,Shallow,Moderate,Medium,Medium,Variable,Medium,Variable,Non_Clear,DarkBrown,Both,Moderate,Thin,Falling,Variable,Regular,Regular,Medium,Medium,Grade1,Grade1,Medium,Quickly,Non_Argumentative,Vata
Female,Broad,Normal,Whitish,Gaineasilyandlosewithdifficulty,PaleYellow,MilkyWhite,Regular,Quickly,Quickly,Medium,Deep,Less,Medium,Medium,Regular,Medium,Low,Clear,DarkBrown,Cold,Moderate,Thin,Falling,Low,Regular,Regular,Medium,Medium,Grade2,Grade2,Medium,Moderately,Non_Argumentative,Kapha
Female,Broad,Normal,Whitish,Gaineasilyandlosewithdifficulty,Reddish,MilkyWhite,Regular,Quickly,Moderately,Medium,Sound,Moderate,Slow,Slow,Regular,Medium,Variable,Clear,Black,Cold,Moderate,Thin,Falling,Low,Regular,Regular,Low,Medium,Grade3,Grade3,Good,Slowly,Non_Argumentative,Kapha
Male,Thin/Narrow,Dry,Whitish,Difficultyingaining,PaleYellow,Yellowish,Irregular,Slowly,Slowly,Low,Shallow,Moderate,Medium,Quick/Fast/Brisk,Regular,Medium,Medium,Non_Clear,LightBrown,Warm,Scanty,Thin,Non_Falling,Medium,Regular,Regular,Low,Medium,Grade1,Grade2,Medium,Slowly,Non_Argumentative,Vata
Female,Medium,Oily,FairPaleYellow,Gainandloseeasily,Reddish,Yellowish,Regular,Quickly,Quickly,Medium,Sound,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,LightBrown,Warm,Moderate,Thin,Falling,Medium,Regular,Regular,High,Medium,Grade2,Grade2,Medium,Quickly,Non_Argumentative,Pitta
Female,Broad,Normal,Whitish,Gaineasilyandlosewithdifficulty,Reddish,MilkyWhite,Regular,Moderately,Quickly,High,Sound,Moderate,Medium,Slow,Regular,Medium,Medium,Clear,Black,Cold,Moderate,Thin,Falling,Low,Regular,Regular,Medium,Loose/Soft/Semisolid,Grade3,Grade2,Poor,Slowly,Non_Argumentative,Kapha
Female,Medium,Dry,Whitish,Gainandloseeasily,PaleYellow,Yellowish,Regular,Slowly,Quickly,Low,Shallow,Less,Medium,Medium,Irregular,Poor,Low,Clear,Black,Both,Moderate,Thin,Non_Falling,Variable,Irregular,Regular,Low,Medium,Grade1,Grade3,Medium,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,Reddish,Yellowish,Regular,Moderately,Quickly,Low,Shallow,Moderate,Medium,Medium,Regular,Medium,Variable,Clear,LightBrown,Cold,Moderate,Thin,Falling,Low,Regular,Regular,Medium,Medium,Grade2,Grade3,Medium,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Yellowish,Regular,Moderately,Moderately,High,Sound,Moderate,Medium,Quick/Fast/Brisk,Regular,Medium,Low,Clear,LightBrown,Cold,Moderate,Thin,Falling,Low,Regular,Regular,Medium,Medium,Grade1,Grade2,Good,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Normal,FairReddish,Difficultyingaining,PaleYellow,MilkyWhite,Regular,Moderately,Moderately,Low,Shallow,Moderate,Quick,Quick/Fast/Brisk,Regular,Medium,Variable,Non_Clear,Black,Cold,Moderate,Thin,Falling,Medium,Regular,Regular,Low,Medium,Grade2,Grade3,Poor,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Dark,Difficultyingaining,PaleYellow,Yellowish,Regular,Slowly,Slowly,Medium,Sound,Moderate,Medium,Medium,Regular,Medium,Medium,Non_Clear,DarkBrown,None,Moderate,Thin,Falling,Medium,Irregular,Regular,High,Medium,Grade1,Grade2,Poor,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,Whitish,Difficultyingaining,Pink,Dull/Blackish,Regular,Quickly,Quickly,Medium,Shallow,Moderate,Medium,Medium,Regular,Medium,Low,Non_Clear,LightBrown,Both,Moderate,Thin,Falling,Medium,Regular,Regular,Medium,Medium,Grade2,Grade3,Medium,Quickly,Non_Argumentative,Vata
Female,Thin/Narrow,Dry,FairPaleYellow,Difficultyingaining,Pink,MilkyWhite,Regular,Slowly,Slowly,Medium,Shallow,Moderate,Quick,Quick/Fast/Brisk,Regular,Medium,Medium,Non_Clear,Black,Both,Moderate,Thin,Non_Falling,Variable,Regular,Regular,Medium,Medium,Grade2,Grade2,Poor,Quickly,Non_Argumentative,Vata
Female,Medium,Seasonal/Variable,Dark,Difficultyingaining,PaleYellow,Yellowish,Regular,Slowly,Quickly,Medium,Sound,Excessive,Quick,Quick/Fast/Brisk,Regular,Good,Low,Clear,LightBrown,Cold,Moderate,Thin,Falling,Medium,Irregular,Regular,High,Hard,Grade2,Grade2,Poor,Quickly,Non_Argumentative,Vata
Female,Medium,Normal,FairPaleYellow,Stable,Reddish,MilkyWhite,Regular,Quickly,Moderately,Medium,Shallow,Moderate,Medium,Medium,Regular,Medium,Medium,Clear,Black,Warm,Moderate,Thin,Falling,Medium,Regular,Regular,High,Medium,Grade2,Grade2,Poor,Quickly,Non_Argumentative,Pitta
